snapshot_date,currency,is_trading_day,opening_position_usd,net_buys_usd,net_sells_usd,closing_position_usd,confirmed_trade_count
2023-04-11,KES,True,-622245.28,0.0,226000.17,-848245.45,1
2023-04-11,NGN,True,5459999.2,1232999.9,379000.08,6313999.02,3
2023-04-11,TZS,True,-4607699.85,277000.0,104500.0,-4435199.85,4
2023-04-11,UGX,True,-6844600.15,603500.0,207500.01,-6448600.16,3
2023-04-11,XAF,True,6810100.31,268000.01,127500.07,6950600.25,2
2023-04-11,ZAR,True,-1265650.48,66000.08,212498.73,-1412149.13,2
2023-04-11,ZMW,True,712870.32,0.0,280998.24,431872.08,1
2023-04-12,GHS,True,4255288.36,199497.88,261997.89,4192788.35,3
2023-04-12,KES,True,-848245.45,396499.88,542000.3,-993745.87,5
2023-04-12,NGN,True,6313999.02,77000.02,0.0,6390999.04,1
2023-04-12,TZS,True,-4435199.85,339000.0,0.0,-4096199.85,1
2023-04-12,UGX,True,-6448600.16,0.0,279500.02,-6728100.18,2
2023-04-12,XAF,True,6950600.25,0.0,0.0,6950600.25,0
2023-04-12,ZAR,True,-1412149.13,184000.47,211501.88,-1439650.54,2
2023-04-12,ZMW,True,431872.08,45998.82,0.0,477870.9,1
2023-04-13,GHS,True,4192788.35,890503.04,674996.72,4408294.67,2
2023-04-13,KES,True,-993745.87,0.0,197499.81,-1191245.68,1
2023-04-13,NGN,True,6390999.04,0.0,752999.75,5637999.29,3
2023-04-13,TZS,True,-4096199.85,0.0,104499.97,-4200699.82,2
2023-04-13,UGX,True,-6728100.18,405500.0,951499.99,-7274100.17,5
2023-04-13,XAF,True,6950600.25,681000.05,123999.96,7507600.34,3
2023-04-13,ZAR,True,-1439650.54,0.0,0.0,-1439650.54,0
2023-04-13,ZMW,True,477870.9,307497.83,380499.49,404869.24,3
2023-04-14,GHS,True,4408294.67,0.0,65998.43,4342296.24,1
2023-04-14,KES,True,-1191245.68,0.0,513499.88,-1704745.56,1
2023-04-14,NGN,True,5637999.29,1388500.16,693500.09,6332999.36,6
2023-04-14,TZS,True,-4200699.82,0.0,389500.02,-4590199.84,2
2023-04-14,UGX,True,-7274100.17,390000.0,0.0,-6884100.17,2
2023-04-14,XAF,True,7507600.34,195000.06,0.0,7702600.4,1
2023-04-14,ZAR,True,-1439650.54,0.0,139501.14,-1579151.68,1
2023-04-14,ZMW,True,404869.24,828998.83,75000.92,1158867.15,6
2023-04-15,GHS,False,4342296.24,0.0,0.0,4342296.24,0
2023-04-15,KES,False,-1704745.56,0.0,0.0,-1704745.56,0
2023-04-15,NGN,False,6332999.36,0.0,0.0,6332999.36,0
2023-04-15,TZS,False,-4590199.84,0.0,0.0,-4590199.84,0
2023-04-15,UGX,False,-6884100.17,0.0,0.0,-6884100.17,0
2023-04-15,XAF,False,7702600.4,0.0,0.0,7702600.4,0
2023-04-15,ZAR,False,-1579151.68,0.0,0.0,-1579151.68,0
2023-04-15,ZMW,False,1158867.15,0.0,0.0,1158867.15,0
2023-04-16,GHS,False,4342296.24,0.0,0.0,4342296.24,0
2023-04-16,KES,False,-1704745.56,0.0,0.0,-1704745.56,0
2023-04-16,NGN,False,6332999.36,0.0,0.0,6332999.36,0
2023-04-16,TZS,False,-4590199.84,0.0,0.0,-4590199.84,0
2023-04-16,UGX,False,-6884100.17,0.0,0.0,-6884100.17,0
2023-04-16,XAF,False,7702600.4,0.0,0.0,7702600.4,0
2023-04-16,ZAR,False,-1579151.68,0.0,0.0,-1579151.68,0
2023-04-16,ZMW,False,1158867.15,0.0,0.0,1158867.15,0
2023-04-17,GHS,True,4342296.24,219501.77,58501.82,4503296.19,2
2023-04-17,KES,True,-1704745.56,165000.14,533999.94,-2073745.36,4
2023-04-17,NGN,True,6332999.36,96000.06,0.0,6428999.42,1
2023-04-17,TZS,True,-4590199.84,285999.99,0.0,-4304199.85,2
2023-04-17,UGX,True,-6884100.17,0.0,361499.98,-7245600.15,2
2023-04-17,XAF,True,7702600.4,104499.94,544000.03,7263100.31,4
2023-04-17,ZAR,True,-1579151.68,0.0,0.0,-1579151.68,0
2023-04-17,ZMW,True,1158867.15,46001.94,0.0,1204869.09,1
2023-04-18,GHS,True,4503296.19,259999.65,0.0,4763295.84,1
2023-04-18,KES,True,-2073745.36,384999.87,0.0,-1688745.49,2
2023-04-18,NGN,True,6428999.42,0.0,469500.0,5959499.42,2
2023-04-18,TZS,True,-4304199.85,0.0,0.0,-4304199.85,0
2023-04-18,UGX,True,-7245600.15,813499.99,29000.0,-6461100.16,3
2023-04-18,XAF,True,7263100.31,266000.05,87999.93,7441100.43,3
2023-04-18,ZAR,True,-1579151.68,0.0,221000.69,-1800152.37,2
2023-04-18,ZMW,True,1204869.09,123502.12,292499.6,1035871.61,3
2023-04-19,GHS,True,4763295.84,963000.13,0.0,5726295.97,3
2023-04-19,KES,True,-1688745.49,1176500.29,284499.63,-796744.83,4
2023-04-19,NGN,True,5959499.42,130499.95,0.0,6089999.37,1
2023-04-19,TZS,True,-4304199.85,289500.02,131000.02,-4145699.85,2
2023-04-19,UGX,True,-6461100.16,35500.0,502499.98,-6928100.14,3
2023-04-19,XAF,True,7441100.43,1167500.08,746999.99,7861600.52,5
2023-04-19,ZAR,True,-1800152.37,519007.29,0.0,-1281145.08,3
2023-04-19,ZMW,True,1035871.61,56002.1,0.0,1091873.71,1
2023-04-20,GHS,True,5726295.97,0.0,274995.63,5451300.34,1
2023-04-20,KES,True,-796744.83,0.0,238000.29,-1034745.12,2
2023-04-20,NGN,True,6089999.37,0.0,357000.2,5732999.17,3
2023-04-20,TZS,True,-4145699.85,30500.01,413999.98,-4529199.82,3
2023-04-20,UGX,True,-6928100.14,0.0,163000.0,-7091100.14,1
2023-04-20,XAF,True,7861600.52,0.0,690000.0,7171600.52,2
2023-04-20,ZAR,True,-1281145.08,426500.95,0.0,-854644.13,3
2023-04-20,ZMW,True,1091873.71,675000.94,100497.79,1666376.86,4
2023-04-21,GHS,True,5451300.34,144005.94,0.0,5595306.28,2
2023-04-21,KES,True,-1034745.12,0.0,279999.93,-1314745.05,2
2023-04-21,NGN,True,5732999.17,0.0,102500.09,5630499.08,1
2023-04-21,TZS,True,-4529199.82,394499.99,112499.98,-4247199.81,3
2023-04-21,UGX,True,-7091100.14,0.0,0.0,-7091100.14,0
2023-04-21,XAF,True,7171600.52,0.0,0.0,7171600.52,0
2023-04-21,ZAR,True,-854644.13,865999.25,53500.71,-42145.59,3
2023-04-21,ZMW,True,1666376.86,81499.15,54999.31,1692876.7,2
2023-04-22,GHS,False,5595306.28,0.0,0.0,5595306.28,0
2023-04-22,KES,False,-1314745.05,0.0,0.0,-1314745.05,0
2023-04-22,NGN,False,5630499.08,0.0,0.0,5630499.08,0
2023-04-22,TZS,False,-4247199.81,0.0,0.0,-4247199.81,0
2023-04-22,UGX,False,-7091100.14,0.0,0.0,-7091100.14,0
2023-04-22,XAF,False,7171600.52,0.0,0.0,7171600.52,0
2023-04-22,ZAR,False,-42145.59,0.0,0.0,-42145.59,0
2023-04-22,ZMW,False,1692876.7,0.0,0.0,1692876.7,0
2023-04-23,GHS,False,5595306.28,0.0,0.0,5595306.28,0
2023-04-23,KES,False,-1314745.05,0.0,0.0,-1314745.05,0
2023-04-23,NGN,False,5630499.08,0.0,0.0,5630499.08,0
2023-04-23,TZS,False,-4247199.81,0.0,0.0,-4247199.81,0
2023-04-23,UGX,False,-7091100.14,0.0,0.0,-7091100.14,0
2023-04-23,XAF,False,7171600.52,0.0,0.0,7171600.52,0
2023-04-23,ZAR,False,-42145.59,0.0,0.0,-42145.59,0
2023-04-23,ZMW,False,1692876.7,0.0,0.0,1692876.7,0
2023-04-24,GHS,True,5595306.28,33503.02,920996.8,4707812.5,3
2023-04-24,KES,True,-1314745.05,206000.15,467499.58,-1576244.48,3
2023-04-24,NGN,True,5630499.08,1009500.09,472000.08,6167999.09,5
2023-04-24,TZS,True,-4247199.81,584500.0,432999.99,-4095699.8,3
2023-04-24,UGX,True,-7091100.14,0.0,75499.99,-7166600.13,1
2023-04-24,XAF,True,7171600.52,356999.95,386499.98,7142100.49,3
2023-04-24,ZAR,True,-42145.59,0.0,539501.59,-581647.18,1
2023-04-24,ZMW,True,1692876.7,375000.0,839501.23,1228375.47,3
2023-04-25,GHS,True,4707812.5,0.0,73500.25,4634312.25,1
2023-04-25,KES,True,-1576244.48,131999.76,452499.53,-1896744.25,4
2023-04-25,NGN,True,6167999.09,224500.07,0.0,6392499.16,1
2023-04-25,TZS,True,-4095699.8,1174999.98,1091999.98,-4012699.8,7
2023-04-25,UGX,True,-7166600.13,264000.01,424500.0,-7327100.12,3
2023-04-25,XAF,True,7142100.49,607499.94,0.0,7749600.43,2
2023-04-25,ZAR,True,-581647.18,0.0,0.0,-581647.18,0
2023-04-25,ZMW,True,1228375.47,0.0,594500.67,633874.8,3
2023-04-26,GHS,True,4634312.25,125497.71,773498.55,3986311.41,3
2023-04-26,KES,True,-1896744.25,0.0,0.0,-1896744.25,0
2023-04-26,NGN,True,6392499.16,326499.93,0.0,6718999.09,1
2023-04-26,TZS,True,-4012699.8,923999.99,476000.0,-3564699.81,5
2023-04-26,UGX,True,-7327100.12,0.0,584000.04,-7911100.16,4
2023-04-26,XAF,True,7749600.43,657000.0,0.0,8406600.43,1
2023-04-26,ZAR,True,-581647.18,178997.43,223497.8,-626147.55,2
2023-04-26,ZMW,True,633874.8,610002.23,0.0,1243877.03,1
2023-04-27,GHS,True,3986311.41,70999.08,966999.93,3090310.56,6
2023-04-27,KES,True,-1896744.25,141499.94,469499.75,-2224744.06,2
2023-04-27,NGN,True,6718999.09,212000.05,0.0,6930999.14,1
2023-04-27,TZS,True,-3564699.81,0.0,365500.02,-3930199.83,1
2023-04-27,UGX,True,-7911100.16,0.0,0.0,-7911100.16,0
2023-04-27,XAF,True,8406600.43,1348000.07,0.0,9754600.5,1
2023-04-27,ZAR,True,-626147.55,0.0,0.0,-626147.55,0
2023-04-27,ZMW,True,1243877.03,0.0,1163503.66,80373.37,2
2023-04-28,GHS,True,3090310.56,850500.24,125999.38,3814811.42,2
2023-04-28,KES,True,-2224744.06,1027499.85,289000.14,-1486244.35,4
2023-04-28,NGN,True,6930999.14,272500.09,422000.04,6781499.19,4
2023-04-28,TZS,True,-3930199.83,74999.99,198000.02,-4053199.86,3
2023-04-28,UGX,True,-7911100.16,214500.02,262000.01,-7958600.15,3
2023-04-28,XAF,True,9754600.5,126999.89,36000.06,9845600.33,3
2023-04-28,ZAR,True,-626147.55,155000.2,0.0,-471147.35,1
2023-04-28,ZMW,True,80373.37,248998.2,359999.82,-30628.25,3
2023-04-29,GHS,False,3814811.42,0.0,0.0,3814811.42,0
2023-04-29,KES,False,-1486244.35,0.0,0.0,-1486244.35,0
2023-04-29,NGN,False,6781499.19,0.0,0.0,6781499.19,0
2023-04-29,TZS,False,-4053199.86,0.0,0.0,-4053199.86,0
2023-04-29,UGX,False,-7958600.15,0.0,0.0,-7958600.15,0
2023-04-29,XAF,False,9845600.33,0.0,0.0,9845600.33,0
2023-04-29,ZAR,False,-471147.35,0.0,0.0,-471147.35,0
2023-04-29,ZMW,False,-30628.25,0.0,0.0,-30628.25,0
2023-04-30,GHS,False,3814811.42,0.0,0.0,3814811.42,0
2023-04-30,KES,False,-1486244.35,0.0,0.0,-1486244.35,0
2023-04-30,NGN,False,6781499.19,0.0,0.0,6781499.19,0
2023-04-30,TZS,False,-4053199.86,0.0,0.0,-4053199.86,0
2023-04-30,UGX,False,-7958600.15,0.0,0.0,-7958600.15,0
2023-04-30,XAF,False,9845600.33,0.0,0.0,9845600.33,0
2023-04-30,ZAR,False,-471147.35,0.0,0.0,-471147.35,0
2023-04-30,ZMW,False,-30628.25,0.0,0.0,-30628.25,0
2023-05-01,GHS,True,3814811.42,571506.59,272998.74,4113319.27,4
2023-05-01,KES,True,-1486244.35,143999.76,63500.23,-1405744.82,2
2023-05-01,NGN,True,6781499.19,283999.99,0.0,7065499.18,2
2023-05-01,TZS,True,-4053199.86,366499.99,209999.98,-3896699.85,2
2023-05-01,UGX,True,-7958600.15,0.0,0.0,-7958600.15,0
2023-05-01,XAF,True,9845600.33,678000.04,85500.0,10438100.37,4
2023-05-01,ZAR,True,-471147.35,0.0,503999.22,-975146.57,1
2023-05-01,ZMW,True,-30628.25,331996.27,472000.94,-170632.92,5
2023-05-02,GHS,True,4113319.27,1147501.71,571998.45,4688822.53,5
2023-05-02,KES,True,-1405744.82,1561000.0,746999.9,-591744.72,4
2023-05-02,NGN,True,7065499.18,0.0,102500.04,6962999.14,1
2023-05-02,TZS,True,-3896699.85,0.0,195499.98,-4092199.83,1
2023-05-02,UGX,True,-7958600.15,0.0,114999.99,-8073600.14,1
2023-05-02,XAF,True,10438100.37,0.0,0.0,10438100.37,0
2023-05-02,ZAR,True,-975146.57,0.0,244499.25,-1219645.82,2
2023-05-02,ZMW,True,-170632.92,0.0,411497.65,-582130.57,3
2023-05-03,GHS,True,4688822.53,521003.2,0.0,5209825.73,3
2023-05-03,KES,True,-591744.72,92999.92,0.0,-498744.8,1
2023-05-03,NGN,True,6962999.14,267500.14,203999.9,7026499.38,4
2023-05-03,TZS,True,-4092199.83,109499.98,407000.01,-4389699.86,4
2023-05-03,UGX,True,-8073600.14,903000.01,0.0,-7170600.13,2
2023-05-03,XAF,True,10438100.37,78000.06,110999.95,10405100.48,2
2023-05-03,ZAR,True,-1219645.82,248000.64,153000.33,-1124645.51,4
2023-05-03,ZMW,True,-582130.57,745995.78,0.0,163865.21,2
2023-05-04,GHS,True,5209825.73,107497.83,166001.42,5151322.14,2
2023-05-04,KES,True,-498744.8,626500.03,968999.89,-841244.66,4
2023-05-04,NGN,True,7026499.38,361499.85,0.0,7387999.23,2
2023-05-04,TZS,True,-4389699.86,1217000.02,0.0,-3172699.84,2
2023-05-04,UGX,True,-7170600.13,0.0,104999.99,-7275600.12,1
2023-05-04,XAF,True,10405100.48,62499.97,1551000.01,8916600.44,3
2023-05-04,ZAR,True,-1124645.51,809001.15,24998.7,-340643.06,3
2023-05-04,ZMW,True,163865.21,0.0,1106500.16,-942634.95,1
2023-05-05,GHS,True,5151322.14,109503.09,43997.09,5216828.14,2
2023-05-05,KES,True,-841244.66,0.0,317499.74,-1158744.4,2
2023-05-05,NGN,True,7387999.23,362499.96,412999.93,7337499.26,3
2023-05-05,TZS,True,-3172699.84,68499.99,242499.99,-3346699.84,3
2023-05-05,UGX,True,-7275600.12,0.0,214999.99,-7490600.11,1
2023-05-05,XAF,True,8916600.44,488999.99,733000.13,8672600.3,4
2023-05-05,ZAR,True,-340643.06,502499.18,0.0,161856.12,2
2023-05-05,ZMW,True,-942634.95,331003.58,185499.36,-797130.73,4
2023-05-06,GHS,False,5216828.14,0.0,0.0,5216828.14,0
2023-05-06,KES,False,-1158744.4,0.0,0.0,-1158744.4,0
2023-05-06,NGN,False,7337499.26,0.0,0.0,7337499.26,0
2023-05-06,TZS,False,-3346699.84,0.0,0.0,-3346699.84,0
2023-05-06,UGX,False,-7490600.11,0.0,0.0,-7490600.11,0
2023-05-06,XAF,False,8672600.3,0.0,0.0,8672600.3,0
2023-05-06,ZAR,False,161856.12,0.0,0.0,161856.12,0
2023-05-06,ZMW,False,-797130.73,0.0,0.0,-797130.73,0
2023-05-07,GHS,False,5216828.14,0.0,0.0,5216828.14,0
2023-05-07,KES,False,-1158744.4,0.0,0.0,-1158744.4,0
2023-05-07,NGN,False,7337499.26,0.0,0.0,7337499.26,0
2023-05-07,TZS,False,-3346699.84,0.0,0.0,-3346699.84,0
2023-05-07,UGX,False,-7490600.11,0.0,0.0,-7490600.11,0
2023-05-07,XAF,False,8672600.3,0.0,0.0,8672600.3,0
2023-05-07,ZAR,False,161856.12,0.0,0.0,161856.12,0
2023-05-07,ZMW,False,-797130.73,0.0,0.0,-797130.73,0
2023-05-08,GHS,True,5216828.14,0.0,0.0,5216828.14,0
2023-05-08,KES,True,-1158744.4,2029500.58,0.0,870756.18,4
2023-05-08,NGN,True,7382499.26,520999.99,0.0,7903499.25,1
2023-05-08,TZS,True,-3346699.84,783000.02,0.0,-2563699.82,2
2023-05-08,UGX,True,-7490600.11,406000.02,0.0,-7084600.09,2
2023-05-08,XAF,True,8672600.3,0.0,916500.05,7756100.25,3
2023-05-08,ZAR,True,161856.12,480002.1,556499.09,85359.13,5
2023-05-08,ZMW,True,-797130.73,147000.32,885498.42,-1535628.83,4
2023-05-09,GHS,True,5216828.14,149003.18,632006.24,4733825.08,5
2023-05-09,KES,True,870756.18,85499.81,0.0,956255.99,1
2023-05-09,NGN,True,7903499.25,296000.09,343000.07,7856499.27,2
2023-05-09,TZS,True,-2563699.82,506500.0,0.0,-2057199.82,2
2023-05-09,UGX,True,-7084600.09,176500.0,0.0,-6908100.09,1
2023-05-09,XAF,True,7756100.25,740500.09,156000.0,8340600.34,3
2023-05-09,ZAR,True,85359.13,64497.22,2249998.55,-2100142.2,6
2023-05-09,ZMW,True,-1535628.83,497002.72,722998.42,-1761624.53,4
2023-05-10,GHS,True,4733825.08,81998.38,516002.21,4299821.25,2
2023-05-10,KES,True,956255.99,1584000.37,399500.01,2140756.35,3
2023-05-10,NGN,True,7811499.27,857999.94,204999.91,8464499.3,2
2023-05-10,TZS,True,-2057199.82,106500.01,255999.98,-2206699.79,3
2023-05-10,UGX,True,-6908100.09,0.0,154500.0,-7062600.09,1
2023-05-10,XAF,True,8340600.34,178500.06,229500.01,8289600.39,2
2023-05-10,ZAR,True,-2100142.2,1026496.21,590997.94,-1664643.93,4
2023-05-10,ZMW,True,-1761624.53,400997.84,156499.28,-1517125.97,3
2023-05-11,GHS,True,4299821.25,188498.32,448501.93,4039817.64,2
2023-05-11,KES,True,2140756.35,1050499.66,142999.75,3048256.26,3
2023-05-11,NGN,True,8464499.3,1084499.9,0.0,9548999.2,2
2023-05-11,TZS,True,-2206699.79,48000.02,0.0,-2158699.77,1
2023-05-11,UGX,True,-7062600.09,93499.99,0.0,-6969100.1,1
2023-05-11,XAF,True,8289600.39,0.0,276999.96,8012600.43,1
2023-05-11,ZAR,True,-1664643.93,0.0,0.0,-1664643.93,0
2023-05-11,ZMW,True,-1517125.97,641499.15,205001.0,-1080627.82,3
2023-05-12,GHS,True,4039817.64,527002.28,118000.09,4448819.83,2
2023-05-12,KES,True,3048256.26,232499.88,395000.06,2885756.08,3
2023-05-12,NGN,True,9548999.2,0.0,0.0,9548999.2,0
2023-05-12,TZS,True,-2158699.77,162000.01,69000.02,-2065699.78,2
2023-05-12,UGX,True,-6969100.1,198500.01,68500.01,-6839100.1,3
2023-05-12,XAF,True,8012600.43,0.0,215499.93,7797100.5,1
2023-05-12,ZAR,True,-1664643.93,106497.89,448998.9,-2007144.94,4
2023-05-12,ZMW,True,-1080627.82,0.0,82500.81,-1163128.63,2
2023-05-13,GHS,False,4448819.83,0.0,0.0,4448819.83,0
2023-05-13,KES,False,2885756.08,0.0,0.0,2885756.08,0
2023-05-13,NGN,False,9548999.2,0.0,0.0,9548999.2,0
2023-05-13,TZS,False,-2065699.78,0.0,0.0,-2065699.78,0
2023-05-13,UGX,False,-6839100.1,0.0,0.0,-6839100.1,0
2023-05-13,XAF,False,7797100.5,0.0,0.0,7797100.5,0
2023-05-13,ZAR,False,-2007144.94,0.0,0.0,-2007144.94,0
2023-05-13,ZMW,False,-1163128.63,0.0,0.0,-1163128.63,0
2023-05-14,GHS,False,4448819.83,0.0,0.0,4448819.83,0
2023-05-14,KES,False,2885756.08,0.0,0.0,2885756.08,0
2023-05-14,NGN,False,9548999.2,0.0,0.0,9548999.2,0
2023-05-14,TZS,False,-2065699.78,0.0,0.0,-2065699.78,0
2023-05-14,UGX,False,-6839100.1,0.0,0.0,-6839100.1,0
2023-05-14,XAF,False,7797100.5,0.0,0.0,7797100.5,0
2023-05-14,ZAR,False,-2007144.94,0.0,0.0,-2007144.94,0
2023-05-14,ZMW,False,-1163128.63,0.0,0.0,-1163128.63,0
2023-05-15,GHS,True,4448819.83,205000.17,550996.92,4102823.08,2
2023-05-15,KES,True,2885756.08,0.0,0.0,2885756.08,0
2023-05-15,NGN,True,9548999.2,69000.08,0.0,9617999.28,1
2023-05-15,TZS,True,-2065699.78,0.0,345999.99,-2411699.77,2
2023-05-15,UGX,True,-6839100.1,59999.99,80000.0,-6859100.11,2
2023-05-15,XAF,True,7797100.5,825999.99,0.0,8623100.49,2
2023-05-15,ZAR,True,-2007144.94,696502.78,285498.1,-1596140.26,3
2023-05-15,ZMW,True,-1163128.63,259995.79,0.0,-903132.84,2
2023-05-16,GHS,True,4102823.08,469501.96,0.0,4572325.04,2
2023-05-16,KES,True,2885756.08,97000.34,373499.92,2609256.5,3
2023-05-16,NGN,True,9617999.28,0.0,0.0,9617999.28,0
2023-05-16,TZS,True,-2411699.77,605500.01,337500.02,-2143699.78,4
2023-05-16,UGX,True,-6859100.11,0.0,373500.0,-7232600.11,1
2023-05-16,XAF,True,8623100.49,0.0,197999.98,8425100.51,2
2023-05-16,ZAR,True,-1596140.26,223500.4,490498.13,-1863137.99,2
2023-05-16,ZMW,True,-903132.84,195500.98,413998.98,-1121630.84,3
2023-05-17,GHS,True,4572325.04,50998.11,294500.25,4328822.9,2
2023-05-17,KES,True,2609256.5,0.0,117500.34,2491756.16,1
2023-05-17,NGN,True,9617999.28,0.0,354000.09,9263999.19,1
2023-05-17,TZS,True,-2143699.78,0.0,863999.98,-3007699.76,3
2023-05-17,UGX,True,-7232600.11,0.0,87500.0,-7320100.11,1
2023-05-17,XAF,True,8425100.51,265499.93,0.0,8690600.44,1
2023-05-17,ZAR,True,-1863137.99,0.0,0.0,-1863137.99,0
2023-05-17,ZMW,True,-1121630.84,376999.87,0.0,-744630.97,2
2023-05-18,GHS,True,4328822.9,0.0,1126503.06,3202319.84,3
2023-05-18,KES,True,2491756.16,504000.18,923500.0,2072256.34,4
2023-05-18,NGN,True,9263999.19,616000.06,491499.94,9388499.31,6
2023-05-18,TZS,True,-3007699.76,552500.02,0.0,-2455199.74,2
2023-05-18,UGX,True,-7320100.11,64499.99,1225500.01,-8481100.13,4
2023-05-18,XAF,True,8690600.44,157999.99,0.0,8848600.43,1
2023-05-18,ZAR,True,-1863137.99,0.0,244502.07,-2107640.06,1
2023-05-18,ZMW,True,-744630.97,2222500.33,0.0,1477869.36,4
2023-05-19,GHS,True,3202319.84,888504.82,761000.07,3329824.59,5
2023-05-19,KES,True,2072256.34,254999.99,418000.04,1909256.29,3
2023-05-19,NGN,True,9388499.31,377500.03,0.0,9765999.34,2
2023-05-19,TZS,True,-2455199.74,140500.01,1316500.05,-3631199.78,4
2023-05-19,UGX,True,-8481100.13,276500.0,0.0,-8204600.13,1
2023-05-19,XAF,True,8848600.43,102500.01,767999.8,8183100.64,4
2023-05-19,ZAR,True,-2107640.06,62501.42,57000.3,-2102138.94,2
2023-05-19,ZMW,True,1477869.36,427500.77,0.0,1905370.13,3
2023-05-20,GHS,False,3329824.59,0.0,0.0,3329824.59,0
2023-05-20,KES,False,1909256.29,0.0,0.0,1909256.29,0
2023-05-20,NGN,False,9765999.34,0.0,0.0,9765999.34,0
2023-05-20,TZS,False,-3631199.78,0.0,0.0,-3631199.78,0
2023-05-20,UGX,False,-8204600.13,0.0,0.0,-8204600.13,0
2023-05-20,XAF,False,8183100.64,0.0,0.0,8183100.64,0
2023-05-20,ZAR,False,-2102138.94,0.0,0.0,-2102138.94,0
2023-05-20,ZMW,False,1905370.13,0.0,0.0,1905370.13,0
2023-05-21,GHS,False,3329824.59,0.0,0.0,3329824.59,0
2023-05-21,KES,False,1909256.29,0.0,0.0,1909256.29,0
2023-05-21,NGN,False,9765999.34,0.0,0.0,9765999.34,0
2023-05-21,TZS,False,-3631199.78,0.0,0.0,-3631199.78,0
2023-05-21,UGX,False,-8204600.13,0.0,0.0,-8204600.13,0
2023-05-21,XAF,False,8183100.64,0.0,0.0,8183100.64,0
2023-05-21,ZAR,False,-2102138.94,0.0,0.0,-2102138.94,0
2023-05-21,ZMW,False,1905370.13,0.0,0.0,1905370.13,0
2023-05-22,GHS,True,3329824.59,0.0,0.0,3329824.59,0
2023-05-22,KES,True,1909256.29,59500.25,338999.88,1629756.66,3
2023-05-22,NGN,True,9765999.34,1965499.89,0.0,11731499.23,3
2023-05-22,TZS,True,-3631199.78,0.0,93500.02,-3724699.8,1
2023-05-22,UGX,True,-8204600.13,824999.99,240499.99,-7620100.13,3
2023-05-22,XAF,True,8183100.64,188500.02,100499.94,8271100.72,3
2023-05-22,ZAR,True,-2102138.94,0.0,179499.02,-2281637.96,1
2023-05-22,ZMW,True,1905370.13,0.0,0.0,1905370.13,0
2023-05-23,GHS,True,3329824.59,0.0,0.0,3329824.59,0
2023-05-23,KES,True,1629756.66,0.0,0.0,1629756.66,0
2023-05-23,NGN,True,11731499.23,102499.95,73500.04,11760499.14,2
2023-05-23,TZS,True,-3724699.8,339500.02,654000.0,-4039199.78,6
2023-05-23,UGX,True,-7620100.13,145000.0,1181499.99,-8656600.12,2
2023-05-23,XAF,True,8271100.72,137000.04,49999.98,8358100.78,2
2023-05-23,ZAR,True,-2281637.96,0.0,701997.92,-2983635.88,2
2023-05-23,ZMW,True,1905370.13,0.0,85498.06,1819872.07,1
2023-05-24,GHS,True,3329824.59,2601997.18,0.0,5931821.77,3
2023-05-24,KES,True,1629756.66,159499.89,0.0,1789256.55,1
2023-05-24,NGN,True,11760499.14,0.0,0.0,11760499.14,0
2023-05-24,TZS,True,-4039199.78,0.0,0.0,-4039199.78,0
2023-05-24,UGX,True,-8656600.12,1301000.0,0.0,-7355600.12,3
2023-05-24,XAF,True,8358100.78,214999.91,100500.03,8472600.66,3
2023-05-24,ZAR,True,-2983635.88,247502.33,0.0,-2736133.55,1
2023-05-24,ZMW,True,1819872.07,54497.79,1166501.48,707868.38,4
2023-05-25,GHS,True,5931821.77,112001.02,353497.1,5690325.69,3
2023-05-25,KES,True,1789256.55,0.0,0.0,1789256.55,0
2023-05-25,NGN,True,11760499.14,135499.96,127500.09,11768499.01,2
2023-05-25,TZS,True,-4039199.78,480000.02,88499.99,-3647699.75,2
2023-05-25,UGX,True,-7355600.12,445500.0,0.0,-6910100.12,2
2023-05-25,XAF,True,8472600.66,0.0,104000.04,8368600.62,1
2023-05-25,ZAR,True,-2736133.55,438001.96,488498.88,-2786630.47,4
2023-05-25,ZMW,True,707868.38,621997.66,0.0,1329866.04,2
2023-05-26,GHS,True,5690325.69,69997.71,0.0,5760323.4,1
2023-05-26,KES,True,1789256.55,1192499.71,0.0,2981756.26,2
2023-05-26,NGN,True,11768499.01,174500.04,117499.98,11825499.07,3
2023-05-26,TZS,True,-3647699.75,565500.02,212999.99,-3295199.72,3
2023-05-26,UGX,True,-6910100.12,276000.01,413500.0,-7047600.11,4
2023-05-26,XAF,True,8368600.62,472000.02,183999.98,8656600.66,3
2023-05-26,ZAR,True,-2786630.47,200497.14,327498.7,-2913632.03,3
2023-05-26,ZMW,True,1329866.04,0.0,0.0,1329866.04,0
2023-05-27,GHS,False,5760323.4,0.0,0.0,5760323.4,0
2023-05-27,KES,False,2981756.26,0.0,0.0,2981756.26,0
2023-05-27,NGN,False,11825499.07,0.0,0.0,11825499.07,0
2023-05-27,TZS,False,-3295199.72,0.0,0.0,-3295199.72,0
2023-05-27,UGX,False,-7047600.11,0.0,0.0,-7047600.11,0
2023-05-27,XAF,False,8656600.66,0.0,0.0,8656600.66,0
2023-05-27,ZAR,False,-2913632.03,0.0,0.0,-2913632.03,0
2023-05-27,ZMW,False,1329866.04,0.0,0.0,1329866.04,0
2023-05-28,GHS,False,5760323.4,0.0,0.0,5760323.4,0
2023-05-28,KES,False,2981756.26,0.0,0.0,2981756.26,0
